LotArea,LotFrontage,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,Expensive
10041,80.0,908,3,1,0,2,120,0,0
3182,30.0,600,2,0,0,2,0,0,0
12803,88.0,1494,3,1,0,2,192,0,0
13600,85.0,768,3,3,0,2,0,189,0
12464,82.0,1040,3,0,0,2,168,0,0
7800,78.0,896,3,0,0,1,103,0,0
12168,78.0,965,4,2,0,2,0,0,1
7943,61.0,1029,3,0,0,1,64,0,0
11050,,1440,3,2,0,3,253,0,1
10395,,1032,3,1,0,2,0,0,0
11885,,1299,3,1,0,2,160,0,1
8402,70.0,1120,3,0,0,0,0,0,0
1491,21.0,630,1,0,0,0,96,0,0
8800,80.0,936,3,0,0,2,120,0,0
7861,,783,3,1,0,2,100,0,0
7227,59.0,832,2,0,0,2,0,0,0
11694,90.0,1822,3,1,0,3,0,260,1
12244,85.0,1482,4,2,0,3,168,0,1
8248,45.0,864,2,0,0,0,0,0,0
10800,90.0,1522,4,1,0,2,38,0,0
7064,71.0,980,3,0,0,2,192,0,0
2117,,756,2,1,0,2,0,0,0
10400,80.0,732,4,1,0,2,148,147,0
10000,87.0,1116,3,0,0,2,0,385,0
12342,,978,3,1,0,1,0,0,0
9600,80.0,1156,3,2,0,1,0,0,0
11606,70.0,1040,5,2,0,2,335,0,0
9020,82.0,1248,3,0,0,2,176,0,0
9000,50.0,636,3,0,0,1,0,0,0
4590,34.0,1554,2,1,0,2,156,0,0
11900,85.0,1386,3,1,0,2,192,0,0
9250,80.0,1056,3,0,0,1,390,0,0
6979,64.0,1056,0,0,0,2,264,0,0
10896,60.0,1440,8,0,0,0,0,0,0
6120,51.0,264,1,1,0,0,0,0,0
6000,50.0,811,3,0,0,1,0,0,0
8777,67.0,796,2,0,0,0,328,0,0
3982,53.0,1520,1,1,0,3,312,0,1
12677,62.0,1518,1,1,0,2,185,0,1
7050,,1057,3,1,0,2,0,0,0
13860,75.0,1952,4,3,0,2,269,0,1
10793,80.0,780,4,0,0,2,208,0,0
9187,85.0,1766,2,1,0,3,195,0,1
10530,,981,3,0,0,2,0,0,0
7200,60.0,0,3,0,0,2,0,0,0
10452,85.0,1094,3,2,0,2,0,287,0
7700,70.0,756,4,1,0,2,0,0,0
1936,21.0,630,1,0,0,0,0,0,0
8125,65.0,813,3,0,0,2,0,0,0
9084,60.0,755,4,1,0,1,120,0,0
8750,70.0,880,2,1,0,2,0,0,0
10320,60.0,756,3,0,0,1,57,0,0
10437,91.0,2109,2,1,0,3,236,0,1
1680,21.0,525,3,0,0,1,0,0,0
10007,72.0,1053,3,0,0,1,0,0,0
7200,60.0,776,3,1,0,1,0,0,0
17503,78.0,912,3,1,0,1,192,0,0
9937,75.0,1486,3,0,0,2,0,0,0
12384,,793,3,1,0,2,0,0,0
46589,52.0,1629,4,1,0,3,517,0,1
13560,120.0,1392,2,2,0,2,0,0,0
10012,90.0,1138,3,0,0,2,0,0,0
20896,49.0,2077,1,1,0,3,192,0,1
11194,106.0,1406,3,1,0,2,188,0,0
18450,,1021,3,1,0,2,0,0,0
8125,65.0,1408,3,1,0,2,224,0,0
14175,,1188,3,1,0,2,304,0,0
11600,80.0,700,2,1,0,1,0,0,0
8633,64.0,738,3,0,0,2,100,0,0
6629,54.0,672,3,0,0,1,147,0,0
11250,,1208,3,1,0,2,198,0,0
14442,110.0,1477,3,2,0,2,0,200,1
9200,80.0,1136,3,1,0,1,426,0,0
2289,24.0,855,3,1,0,2,28,0,0
9600,60.0,1095,4,0,0,3,0,0,0
9022,52.0,768,2,0,0,1,316,0,0
11844,80.0,2046,3,1,0,3,322,0,1
9945,,988,3,0,0,2,0,0,0
8012,50.0,923,2,1,0,1,80,0,0
4500,55.0,793,3,0,0,1,0,0,0
2887,,1291,2,1,0,2,307,0,0
11248,90.0,1626,3,1,0,3,257,0,1
16770,58.0,1195,4,0,0,2,0,0,0
5062,,1190,3,1,0,2,219,0,0
10207,84.0,874,3,0,0,2,144,0,0
5105,,551,2,0,0,2,0,0,0
8089,60.0,1419,2,1,0,2,140,0,1
7577,61.0,1362,2,1,0,2,192,0,0
4426,,848,1,1,0,2,149,0,0
21535,104.0,2444,4,2,0,3,382,0,1
26178,42.0,1210,4,2,0,2,320,0,1
5400,60.0,1073,2,0,0,1,0,0,0
6120,51.0,927,3,0,0,2,112,0,0
13811,54.0,1112,2,1,0,2,125,0,0
6000,50.0,616,2,0,0,1,0,0,0
6420,57.0,980,2,0,0,1,0,0,0
8450,65.0,894,3,1,0,1,416,0,0
4282,59.0,1391,2,0,0,2,156,0,0
14331,85.0,1800,3,1,0,3,270,0,1
9600,80.0,1164,3,0,0,2,0,0,0
12438,82.0,1234,4,1,0,3,324,0,1
7630,76.0,360,4,1,0,2,344,0,0
8400,70.0,1473,3,0,0,2,0,0,0
5600,70.0,0,3,0,0,0,0,0,0
115149,,1643,2,2,0,2,380,0,1
6240,48.0,1324,2,1,0,2,192,0,1
9018,65.0,728,3,1,0,2,100,0,0
7162,,876,3,0,0,1,0,0,0
4130,56.0,270,2,0,0,0,0,0,0
8712,66.0,859,2,0,0,1,68,0,0
4671,40.0,1228,2,1,0,2,168,0,0
9873,60.0,960,3,0,0,2,0,0,0
13517,,725,3,0,0,2,0,0,0
10140,78.0,1064,3,1,0,2,0,0,0
10800,60.0,718,3,0,0,2,0,0,0
10000,80.0,1176,3,1,0,2,224,0,0
10542,96.0,1311,3,1,0,3,250,0,1
9920,69.0,971,3,1,0,1,0,0,0
6563,,1742,2,1,0,2,114,0,1
4426,,848,1,0,0,2,160,0,0
8120,70.0,864,3,0,0,2,0,0,0
8172,60.0,941,4,0,0,1,0,156,0
13286,86.0,1698,3,1,0,3,327,0,1
6960,60.0,864,3,0,0,2,96,0,0
21695,,880,3,1,0,2,292,0,0
7314,64.0,1232,2,0,0,2,132,0,0
11475,85.0,1584,4,0,0,3,0,0,0
6240,52.0,780,2,0,0,2,0,0,0
5389,39.0,1595,2,1,0,2,237,0,0
9590,73.0,868,3,1,0,2,160,0,0
11404,75.0,1153,3,1,0,2,192,0,0
10000,80.0,864,3,1,0,1,165,0,0
8978,,948,3,0,0,1,147,0,0
10800,60.0,880,2,2,0,2,0,0,0
8544,60.0,0,2,0,0,2,0,0,0
10463,72.0,893,3,1,0,3,0,0,0
10800,60.0,1200,3,0,0,0,120,0,0
9313,65.0,864,3,0,0,2,187,0,0
9600,60.0,264,2,0,0,2,270,0,0
6768,65.0,912,3,0,0,1,168,0,0
8450,65.0,1349,3,0,0,2,120,0,0
12886,70.0,520,3,1,0,2,302,100,0
5395,41.0,1337,2,1,0,2,96,0,0
8963,,1142,4,2,0,2,0,0,1
8795,,952,4,1,0,2,224,0,0
11700,65.0,1240,4,1,0,4,181,0,1
10593,59.0,1720,3,1,0,2,240,0,1
8405,50.0,0,4,0,0,1,92,0,0
8800,55.0,576,3,0,0,0,0,0,0
7750,,660,3,0,0,2,0,0,0
9236,79.0,1479,3,0,0,2,168,0,0
10240,80.0,1030,3,1,0,3,192,0,1
7930,61.0,1026,3,0,0,2,171,0,0
3230,34.0,729,3,0,0,2,0,0,0
10769,68.0,866,3,0,0,2,144,0,0
11616,,672,3,1,0,2,335,0,0
2280,24.0,744,3,0,0,2,0,0,0
12257,65.0,1318,4,1,0,3,222,0,1
9100,70.0,864,2,0,0,1,0,0,0
6911,60.0,1145,2,0,0,2,0,0,0
8640,72.0,756,3,0,0,2,169,0,0
9430,82.0,1252,3,1,0,3,0,180,1
9549,30.0,1494,2,1,0,2,0,216,1
14587,75.0,1498,2,1,0,2,0,0,1
10421,80.0,980,3,1,0,2,228,0,0
12508,75.0,983,4,0,0,1,245,0,0
9100,70.0,1860,3,1,0,2,120,0,0
53504,47.0,1650,4,1,0,3,503,210,1
7252,,858,2,0,0,2,120,0,0
8877,67.0,836,2,0,0,2,0,0,0
7819,94.0,1029,3,1,0,2,144,0,0
10150,70.0,912,2,0,0,1,0,0,0
14226,110.0,1935,3,1,0,3,315,0,1
4500,32.0,1204,2,0,0,2,0,0,0
11210,86.0,1614,3,0,0,3,144,0,0
13350,100.0,864,3,1,0,2,241,0,0
8400,60.0,0,4,2,0,2,0,0,0
10530,78.0,975,2,0,0,2,0,0,0
7875,63.0,1237,3,1,0,2,220,0,0
7153,65.0,761,3,0,0,2,0,0,0
16285,67.0,1413,3,0,0,2,0,0,0
9101,,1097,1,1,0,2,303,0,0
6300,35.0,742,3,1,0,0,0,0,0
9790,,1372,3,1,0,2,0,197,0
10800,60.0,686,4,0,0,1,0,0,0
10142,76.0,956,4,0,0,2,0,0,0
6000,50.0,901,2,0,0,1,0,0,0
12205,,832,5,0,0,2,133,0,0
3182,43.0,1145,2,1,0,2,100,0,0
11333,,1029,3,2,0,2,120,0,0
9920,92.0,1117,3,1,0,2,180,0,1
9158,76.0,1496,3,0,0,2,168,0,0
10832,,712,3,1,0,2,143,0,0
8400,70.0,650,3,1,0,2,0,204,0
8197,71.0,660,3,1,0,2,138,0,0
7677,57.0,773,2,0,0,1,0,0,0
13518,104.0,1926,4,2,0,3,144,0,1
7200,60.0,731,3,2,0,1,0,0,0
12798,79.0,616,4,0,0,2,403,0,0
4800,40.0,1196,2,0,0,2,0,0,0
8199,63.0,728,3,1,0,2,36,0,0
13891,107.0,1734,4,1,0,3,52,192,1
9000,75.0,936,2,0,0,1,0,0,0
12274,91.0,1417,3,0,0,2,0,0,0
9750,75.0,980,3,0,0,1,68,0,0
21384,144.0,1324,3,1,0,2,0,0,0
13400,85.0,1024,3,1,0,2,0,0,0
8100,90.0,849,2,0,0,2,40,0,0
10140,78.0,1040,3,1,648,2,265,0,0
4438,,848,1,1,0,2,140,0,0
8712,66.0,540,2,0,0,2,0,0,0
9750,75.0,1442,4,0,0,1,0,0,0
8248,45.0,686,3,0,0,1,207,0,0
12137,48.0,1649,3,0,0,2,0,0,0
11425,,1008,2,1,0,1,0,0,0
13265,,1568,3,2,0,3,150,0,1
8816,80.0,1010,3,0,0,2,0,0,0
6371,44.0,1358,2,1,0,2,192,0,0
7226,72.0,798,3,0,0,2,0,0,0
6000,60.0,936,2,0,0,2,0,0,0
12394,,847,3,1,0,2,100,0,0
9900,60.0,778,3,1,0,1,335,0,0
11216,81.0,1489,3,1,0,2,0,0,0
14803,114.0,2078,2,1,0,3,188,0,1
6130,50.0,784,2,0,0,0,0,0,0
8529,65.0,1454,3,1,0,2,290,0,0
28698,,1013,3,0,0,2,486,225,0
2544,24.0,600,2,0,0,2,0,0,0
11900,80.0,1392,3,2,0,2,0,192,0
3180,30.0,600,2,0,0,2,0,0,0
9548,44.0,941,3,1,0,2,192,0,0
10004,100.0,1516,3,0,0,2,0,152,0
7875,75.0,1144,3,0,0,2,0,0,0
9600,60.0,1067,2,0,0,2,290,0,0
8100,90.0,1559,2,0,0,2,0,0,0
1680,21.0,483,2,0,0,1,0,0,0
9525,75.0,1099,3,0,0,1,278,0,0
11767,70.0,768,3,0,0,1,0,0,0
12155,,672,4,0,0,1,0,0,0
10440,60.0,650,3,1,0,2,70,0,0
9020,82.0,1127,3,0,0,2,0,0,0
8000,80.0,1800,6,0,0,0,0,0,0
12665,100.0,876,4,1,0,3,418,0,0
16647,,1390,3,2,0,2,0,0,0
9317,75.0,740,3,1,0,2,234,0,0
15523,36.0,864,3,1,0,1,0,0,0
45600,75.0,907,5,1,0,2,486,175,0
9600,80.0,528,3,1,0,2,113,0,0
4435,36.0,848,1,0,0,2,140,0,0
3196,,1273,2,1,0,2,143,0,0
7128,53.0,918,4,2,0,1,0,126,0
12095,,1127,3,1,0,2,180,0,0
17920,102.0,1763,3,1,0,2,0,312,0
6897,,1040,3,0,0,1,0,0,0
10970,,940,3,0,0,2,0,0,0
8125,65.0,702,3,1,0,2,0,0,0
10400,80.0,1090,3,1,0,2,0,0,0
11029,,1054,4,1,0,2,0,222,0
7642,55.0,912,3,1,0,1,0,0,0
11625,75.0,1039,3,0,0,2,0,0,0
9672,81.0,1040,3,0,0,2,0,0,0
7931,70.0,1148,3,0,0,1,0,0,0
8640,72.0,1372,3,0,0,2,0,0,1
8750,,1002,3,0,0,2,0,0,0
10656,67.0,1638,3,1,0,3,192,0,0
6970,85.0,1040,3,0,0,2,168,0,0
14762,,0,2,1,0,2,120,0,0
9938,80.0,1050,3,1,0,2,156,0,0
6600,60.0,894,2,0,0,1,0,0,0
8750,70.0,804,3,0,0,2,0,0,0
8892,74.0,105,3,0,0,2,196,0,0
12144,60.0,832,3,1,0,1,0,0,0
5720,52.0,676,3,0,0,1,26,0,0
9000,75.0,1184,4,1,0,2,208,0,1
25286,94.0,1064,3,0,0,2,0,0,0
8834,74.0,1462,4,1,0,3,184,0,1
11782,88.0,1109,3,0,0,2,192,0,0
7000,,864,3,0,0,1,0,0,0
7024,60.0,1090,2,0,0,2,0,0,0
13758,44.0,1156,3,1,0,2,168,0,0
9636,,808,3,1,0,2,342,0,0
6204,60.0,795,5,0,0,1,0,0,0
7150,65.0,892,3,0,0,1,0,0,0
5119,50.0,1698,2,1,0,2,97,0,1
8393,70.0,1626,4,0,0,2,272,0,0
16466,59.0,816,3,0,0,1,121,265,0
15865,95.0,2217,4,1,0,2,81,224,1
12160,128.0,1505,2,1,0,2,0,0,0
8064,60.0,672,3,1,0,2,0,0,0
11184,70.0,918,3,1,0,2,243,0,0
8414,70.0,1059,3,0,0,1,192,0,0
13284,,1383,3,1,0,1,511,0,0
7018,64.0,0,4,0,0,2,0,0,0
7056,71.0,780,4,1,0,2,0,0,0
8765,50.0,951,2,0,0,1,0,0,0
7018,64.0,0,6,0,0,2,154,0,0
12919,100.0,2330,2,2,0,3,0,0,1
6993,65.0,912,3,1,0,1,0,0,0
7340,,858,2,0,0,1,0,0,0
8712,64.0,992,2,0,0,1,0,0,0
7875,63.0,783,3,1,0,2,0,0,0
14859,50.0,1670,3,1,0,3,144,0,0
6173,,876,3,0,0,1,0,0,0
9920,80.0,1056,3,0,0,1,0,0,0
13501,116.0,1623,3,1,0,3,0,0,1
11500,86.0,1017,3,1,0,1,0,322,0
8885,,864,2,0,0,2,164,0,0
12589,149.0,742,3,1,0,2,36,0,0
11600,80.0,1105,5,0,0,2,0,0,0
9286,,1268,3,0,0,1,173,0,0
6120,51.0,768,3,0,0,1,0,120,0
6270,82.0,1001,4,0,0,3,0,0,0
3000,30.0,612,2,0,0,2,0,0,0
2001,21.0,546,3,0,0,1,0,0,0
9000,50.0,480,1,0,0,1,0,0,0
17140,,1134,3,0,0,1,0,0,0
13125,103.0,1104,4,1,0,3,72,0,0
11029,87.0,1184,3,1,0,2,0,190,0
8462,70.0,928,3,0,0,2,300,0,0
8777,67.0,1272,4,0,0,0,0,0,0
10237,65.0,1316,3,1,0,2,100,0,0
8012,50.0,1604,2,1,0,2,0,0,0
10240,79.0,1686,3,1,0,2,384,0,0
15611,,1126,3,0,0,2,180,0,0
11999,93.0,1181,4,1,0,3,104,0,1
9900,,832,4,1,0,2,0,0,0
11838,,1753,3,1,0,2,202,0,0
13006,,964,4,1,0,2,0,0,0
8925,73.0,1466,3,0,0,3,100,0,0
9100,70.0,925,2,0,0,1,0,0,0
11670,84.0,1905,3,1,0,3,0,0,1
8487,63.0,1500,3,0,0,2,192,0,0
27650,313.0,585,4,1,0,2,0,0,0
5825,52.0,600,1,0,0,2,0,0,0
10083,67.0,1176,2,0,0,2,0,0,0
9675,75.0,1113,3,1,0,2,0,0,1
8760,73.0,1391,3,0,0,3,0,0,0
24090,,1032,4,2,0,1,56,0,0
12640,55.0,1728,4,0,0,2,40,0,0
8755,,992,3,1,0,2,0,0,0
7711,42.0,1440,4,0,0,0,321,0,0
25000,100.0,1632,4,0,0,2,0,0,0
14375,,819,3,1,0,2,0,233,0
8820,98.0,1088,2,0,0,2,48,0,0
8163,70.0,1144,3,1,0,1,86,0,0
14536,85.0,1616,3,1,0,3,0,0,1
14006,65.0,936,3,1,0,2,144,0,0
9360,78.0,1161,3,1,0,2,0,0,0
7200,60.0,864,3,0,0,2,194,0,0
7800,60.0,828,3,0,0,1,421,0,0
7200,60.0,768,2,0,0,1,192,0,0
11075,,784,4,1,0,2,305,0,0
9400,35.0,945,4,0,0,0,0,0,0
7136,82.0,979,4,0,0,2,0,0,0
1300,24.0,561,2,1,0,2,150,0,0
7420,70.0,1057,3,0,0,2,0,0,0
8450,65.0,1337,3,0,0,2,0,0,0
2572,24.0,696,3,0,0,2,0,0,0
7207,50.0,858,2,0,0,0,117,0,0
12227,,1330,4,1,0,2,550,0,1
2308,24.0,804,3,1,0,2,48,0,0
11923,122.0,1800,2,0,0,2,288,0,0
11316,80.0,817,4,1,0,2,0,0,0
10237,65.0,783,3,1,0,2,0,0,0
9600,130.0,728,2,2,0,1,0,0,0
7390,,1098,3,0,0,1,0,0,0
5925,50.0,600,2,0,0,0,0,0,0
10382,75.0,588,2,0,0,1,0,0,0
10800,60.0,720,4,0,0,0,0,0,0
2268,36.0,764,2,0,0,2,0,0,0
7892,55.0,918,2,1,0,1,28,0,0
11639,95.0,1428,3,0,0,2,0,0,0
11414,60.0,728,3,0,0,2,509,0,0
2651,,673,3,0,0,2,153,0,0
5900,51.0,440,2,0,0,0,0,0,0
4274,35.0,1241,1,0,0,2,0,0,0
9450,68.0,894,3,0,0,2,0,0,0
8816,80.0,1121,3,0,0,2,0,0,0
12122,,944,3,0,0,2,144,0,0
12203,98.0,1225,4,1,0,3,250,0,1
3182,43.0,1266,2,1,0,2,100,0,0
11250,,1128,4,1,0,2,0,0,1
10125,75.0,0,4,0,0,2,0,0,0
10880,68.0,1164,3,0,0,1,0,0,0
5310,59.0,485,2,0,0,1,394,0,0
10159,83.0,1930,3,1,0,3,168,0,1
12046,,848,4,1,0,2,0,0,0
8125,65.0,770,3,0,0,2,0,0,0
9452,82.0,1396,3,1,0,3,0,0,1
17671,121.0,916,4,1,0,2,0,0,0
9760,80.0,822,3,1,0,2,239,0,0
8846,68.0,750,3,0,0,2,0,0,0
12456,96.0,1700,3,1,0,3,216,0,1
4712,51.0,747,3,0,0,1,0,63,0
10659,,1050,3,0,0,1,0,0,0
11717,,1442,2,1,0,2,371,0,0
9786,60.0,1007,3,1,0,1,0,0,0
6762,64.0,1187,2,0,0,2,105,0,0
10206,74.0,0,2,0,0,2,0,0,0
5400,60.0,691,2,0,0,1,0,0,0
11957,75.0,1574,3,1,0,3,144,0,0
11500,,1680,4,0,0,2,0,0,0
3182,43.0,1346,1,1,0,2,156,0,0
8385,65.0,985,3,0,0,1,210,0,0
12155,,1657,3,1,0,2,0,147,0
2217,21.0,546,3,0,0,1,238,0,0
12118,43.0,1710,3,1,0,2,100,180,0
6000,60.0,1008,4,0,0,0,0,0,0
21286,115.0,720,4,1,0,1,0,0,0
9825,75.0,0,4,0,0,0,0,0,0
10592,55.0,602,3,2,0,1,96,53,0
7200,60.0,1022,2,0,0,1,0,0,0
11664,60.0,1082,2,1,0,1,0,0,0
8400,70.0,810,3,0,0,2,0,0,0
11883,73.0,1504,3,1,0,2,115,0,0
5814,,1220,1,1,0,2,63,0,0
10784,,384,3,1,0,2,164,0,0
3013,43.0,1362,2,1,0,2,142,0,0
7024,60.0,1132,2,0,0,2,252,0,0
7406,64.0,1199,2,0,0,2,105,0,0
9439,52.0,912,2,0,0,1,0,0,0
3182,43.0,1346,2,1,0,2,156,0,0
15498,,1565,2,1,0,2,0,0,1
7700,70.0,882,3,0,0,2,96,0,0
9300,73.0,1268,3,2,0,2,0,143,0
9520,71.0,1638,3,1,0,3,192,0,1
9492,79.0,768,3,1,0,1,0,0,0
1680,21.0,672,3,0,0,1,0,0,0
7082,,686,5,0,0,0,0,0,0
15863,102.0,824,5,2,0,2,136,0,0
14541,,1338,5,1,0,3,209,0,1
8125,,1654,3,0,0,3,0,0,0
6305,50.0,920,2,1,0,1,0,0,0
11500,,0,3,0,0,1,186,0,0
12898,89.0,1620,2,1,0,3,228,0,1
9240,,1055,3,1,0,2,0,189,1
1533,21.0,546,3,1,0,0,0,0,0
1477,21.0,630,1,0,0,1,0,0,0
13125,88.0,1134,3,1,0,2,0,0,0
9130,,800,4,0,0,2,0,0,0
5381,34.0,1306,1,1,0,2,170,0,0
11839,86.0,1475,4,1,0,2,192,0,1
9600,80.0,2524,4,1,0,2,474,0,1
13680,,0,4,1,0,2,0,0,0
16056,85.0,1992,4,1,0,3,214,0,1
9245,57.0,990,3,0,0,2,0,0,0
21750,100.0,0,3,1,0,2,0,0,0
11100,60.0,0,2,0,0,1,0,0,0
8993,73.0,1302,3,0,0,2,0,0,0
11175,103.0,1316,3,1,0,2,0,0,0
9500,100.0,816,4,1,0,2,0,0,0
8562,68.0,1216,4,1,0,1,116,0,0
11367,90.0,1065,3,1,0,2,199,0,1
11361,104.0,1193,3,1,0,2,0,189,0
7052,43.0,1364,2,1,0,2,192,0,0
29959,,973,3,1,0,2,168,0,0
11308,96.0,1104,3,1,0,3,0,0,1
11275,,854,3,1,0,2,0,0,0
4920,41.0,1338,2,0,0,2,0,0,0
18000,120.0,894,2,0,0,3,0,0,0
13600,85.0,662,5,0,0,2,0,0,0
6000,50.0,1103,2,1,0,2,166,0,0
11000,,1154,3,1,0,2,0,0,0
14000,80.0,1306,3,0,0,2,296,0,1
7837,59.0,799,3,1,0,2,0,0,0
9760,80.0,780,4,0,0,2,328,189,0
3964,42.0,942,5,1,0,2,728,0,0
9600,60.0,845,2,0,0,2,0,0,0
10152,72.0,1048,3,0,0,1,0,192,0
11700,78.0,727,4,0,0,2,0,0,0
7585,50.0,810,4,1,0,1,0,0,0
7950,75.0,690,3,0,0,2,252,0,0
8556,74.0,1240,2,0,0,3,140,0,0
13125,75.0,800,3,2,0,1,0,0,0
10800,60.0,796,3,1,0,2,436,0,0
15870,,1096,3,0,0,1,240,0,0
4435,37.0,848,1,1,0,2,140,0,0
8775,65.0,990,3,0,0,1,0,0,0
11040,80.0,1258,3,0,0,2,55,0,0
7500,75.0,1040,3,0,0,1,0,0,0
8749,70.0,1459,3,1,0,2,192,0,0
8800,80.0,1251,3,2,0,1,0,0,0
13031,,691,3,1,0,2,315,0,0
9069,73.0,936,2,0,0,2,120,0,0
1974,,546,3,0,0,1,120,0,0
10574,85.0,1082,3,1,0,3,160,0,1
2522,24.0,970,3,0,0,2,0,0,0
3316,37.0,1247,1,1,0,2,0,0,0
8544,60.0,0,2,0,0,2,0,0,0
2160,24.0,600,2,0,0,2,0,0,0
8400,60.0,1181,4,1,0,2,342,0,0
9230,71.0,864,1,0,0,2,0,0,0
5868,74.0,936,2,0,0,1,0,160,0
9317,78.0,1314,3,1,0,2,0,0,0
6882,60.0,684,3,0,0,0,136,0,0
3696,,1074,2,0,0,2,0,0,0
6000,50.0,672,3,0,0,1,0,0,0
11880,82.0,1271,3,1,0,2,0,0,0
8400,60.0,290,1,0,0,1,0,0,0
9758,61.0,950,3,0,0,1,0,0,0
7000,70.0,1010,2,0,0,1,0,0,0
8910,79.0,655,3,1,0,2,0,0,0
2016,24.0,630,3,0,0,2,0,0,0
12256,98.0,1463,3,2,0,2,186,0,1
10357,114.0,910,3,1,0,2,0,0,0
23257,168.0,868,3,1,0,2,0,0,1
8063,,924,3,1,0,2,100,0,0
11362,107.0,1836,3,1,0,3,125,0,1
8000,,773,3,1,0,2,224,0,0
10480,80.0,803,4,1,0,2,0,0,0
7100,73.0,816,2,0,0,1,0,0,0
8923,66.0,1008,2,0,0,1,0,0,0
5400,90.0,833,2,0,0,1,0,0,0
12085,93.0,1734,3,1,0,3,0,0,1
7750,,408,3,1,0,2,120,0,0
9764,57.0,894,3,0,0,2,0,0,0
13825,85.0,533,3,0,0,1,280,0,0
7560,70.0,1040,3,0,0,1,140,0,0
8263,59.0,1012,2,1,0,1,0,0,0
10084,84.0,1552,3,0,0,3,144,0,0
8926,,672,3,0,0,1,64,160,0
9405,50.0,698,2,0,0,0,0,0,0
9125,,384,3,1,0,2,100,0,0
10434,60.0,1005,2,1,0,2,0,0,0
3684,53.0,1373,2,1,0,3,143,0,0
14572,182.0,1530,3,1,0,3,144,0,1
11796,59.0,847,4,1,0,2,100,0,0
7200,60.0,936,2,0,0,2,49,0,0
7804,65.0,1122,4,2,0,2,431,0,0
10712,63.0,974,3,0,0,0,0,0,0
9900,90.0,1008,5,0,0,1,0,0,0
9828,80.0,1128,3,1,0,2,0,0,0
8773,57.0,916,3,1,0,2,100,0,0
6180,60.0,960,2,1,0,1,0,0,0
9600,80.0,1032,3,0,0,1,0,0,0
6342,54.0,780,2,0,0,0,0,0,0
9819,,1567,2,2,0,2,264,0,0
8731,98.0,915,3,1,0,2,0,126,0
7350,60.0,952,2,0,0,2,0,0,0
10304,,780,4,1,0,2,448,0,0
9965,77.0,1466,4,1,0,3,125,0,1
9000,,1006,3,0,0,0,0,0,0
12180,60.0,672,2,0,0,1,0,0,0
6240,52.0,1042,3,1,0,1,0,0,0
11200,,1298,3,1,0,2,165,0,0
12000,75.0,704,3,1,0,1,0,0,0
5700,,572,2,1,0,1,0,0,0
9000,50.0,650,3,0,0,2,0,0,0
8280,57.0,932,2,1,0,1,0,0,0
17755,134.0,1466,3,2,0,2,0,100,0
14115,90.0,1073,2,1,0,2,0,0,0
5890,,816,2,0,0,1,0,0,0
13700,,864,4,2,0,2,60,273,0
10768,90.0,1437,3,1,0,2,0,180,0
9350,85.0,1219,3,1,0,2,0,0,0
5001,34.0,1314,2,1,0,2,172,0,0
11932,92.0,1580,3,0,0,3,0,0,0
9120,76.0,901,4,1,0,2,0,0,0
2280,24.0,855,3,1,0,2,26,0,0
14778,,1296,3,1,0,2,108,0,0
8724,109.0,894,3,1,0,2,0,0,0
12900,60.0,1198,0,0,0,2,120,0,0
16157,,1360,2,1,0,2,168,0,0
9541,79.0,1502,3,0,0,2,0,0,0
10475,64.0,1694,3,0,0,3,160,0,0
10852,58.0,959,3,1,0,2,0,0,0
13728,120.0,1127,4,2,0,2,0,90,0
35760,118.0,1930,4,1,0,3,361,0,1
9880,76.0,1096,3,1,576,1,203,0,0
9120,76.0,1261,3,1,0,2,0,288,0
4017,35.0,625,2,0,0,2,0,0,0
18030,138.0,1598,3,1,0,0,122,0,0
16560,80.0,952,4,1,0,2,0,0,0
10678,85.0,1683,4,1,0,2,0,0,1
6951,37.0,876,3,0,0,1,362,0,0
3950,,818,3,0,0,1,0,0,0
7681,54.0,731,3,1,0,1,192,0,0
8335,77.0,0,3,1,0,0,0,0,0
11170,,1216,4,0,0,2,0,0,0
5587,64.0,1600,2,1,0,2,162,0,1
15623,160.0,2396,4,2,555,3,171,0,1
10800,60.0,1120,2,1,0,2,229,0,0
35133,50.0,1572,3,2,0,3,0,263,0
9738,60.0,784,4,0,0,1,0,0,0
10615,107.0,978,3,0,0,2,0,0,0
12461,89.0,1624,2,1,0,3,0,0,1
8935,68.0,831,3,0,0,2,144,0,0
7500,60.0,994,3,1,0,2,140,0,0
32463,,1249,3,1,0,4,439,0,0
2645,24.0,776,2,0,0,2,206,0,0
9600,60.0,702,3,0,0,1,0,0,0
4500,,1224,2,0,0,2,0,0,0
9364,80.0,663,4,0,0,1,379,0,0
8029,51.0,728,3,0,0,2,100,0,0
14054,58.0,879,4,1,0,3,100,0,0
8850,65.0,815,3,1,0,1,0,0,0
9100,70.0,1212,3,0,0,2,356,0,0
11235,75.0,1051,3,1,0,2,0,0,0
9353,71.0,864,3,0,0,1,0,0,0
10400,80.0,866,3,0,0,2,198,0,0
6000,50.0,884,3,1,0,1,0,0,0
9750,75.0,1630,3,1,0,2,74,0,0
10140,78.0,1056,3,0,0,2,0,0,0
14684,90.0,2158,3,1,0,3,84,0,1
8900,,1056,2,0,0,1,0,0,0
9135,70.0,1682,3,0,0,2,192,0,0
