cap.shape,cap.color,bruises,stalk.color.above.ring,stalk.color.below.ring,population,Id,poisonous
f,e,True,g,g,y,4370,0
x,w,True,w,w,s,4243,0
x,n,False,p,w,v,3892,1
f,n,False,w,p,v,5429,1
x,e,True,g,g,v,1867,0
f,n,False,w,w,s,1454,0
x,g,True,w,w,v,6248,0
b,y,True,w,w,n,4643,0
x,e,True,w,p,v,588,0
k,e,False,w,p,v,6998,1
x,g,False,b,n,v,736,1
f,b,True,w,w,v,3163,1
b,y,True,w,w,s,1871,0
f,e,True,g,g,v,5525,0
x,y,False,n,b,v,6399,1
x,n,True,w,w,s,1552,1
f,n,False,p,p,v,3337,1
f,n,True,g,g,y,1539,0
x,n,False,p,w,v,6874,1
f,g,True,w,w,v,5110,0
f,n,False,w,w,s,6164,0
k,n,True,e,w,c,832,0
f,y,False,p,n,v,5984,1
k,e,False,p,w,v,597,1
k,g,False,w,w,n,4614,0
k,e,False,p,p,v,145,1
k,e,False,w,w,v,6788,1
f,w,False,w,w,a,525,0
k,c,False,c,c,c,3835,1
x,y,True,w,w,s,5834,0
x,n,False,o,o,v,7434,0
x,u,False,w,w,y,3924,0
x,g,False,n,n,y,7300,1
x,g,False,w,w,s,7000,1
x,g,False,b,n,v,3565,1
f,n,False,w,w,v,2126,1
x,n,False,w,w,s,2402,0
f,n,True,w,g,y,4422,0
x,g,False,p,n,y,5002,1
x,y,True,w,w,v,7968,0
f,g,False,n,b,y,5471,1
f,y,False,p,p,y,3746,1
f,n,False,w,w,s,7187,0
x,w,False,w,w,s,2583,1
x,g,False,n,n,v,4240,1
f,g,True,w,g,v,5996,0
b,w,True,w,w,n,301,0
x,g,False,w,w,s,281,0
f,n,True,w,w,v,94,0
x,y,False,b,n,y,5931,1
f,g,False,p,p,y,1914,1
k,e,True,e,e,c,612,0
x,w,False,w,w,s,4405,0
f,g,True,w,g,y,2664,0
x,n,True,p,w,y,377,0
f,w,False,w,w,a,4185,0
x,e,False,p,p,v,1446,1
f,g,False,p,b,v,1910,1
f,y,False,p,b,y,2504,1
x,g,False,b,p,v,4949,1
x,y,False,p,b,y,3698,1
k,n,False,p,w,v,6785,1
f,e,True,p,p,y,106,0
s,n,False,w,w,y,2254,0
x,e,False,p,p,v,2649,1
f,y,False,n,n,v,3275,1
f,n,True,w,w,v,4964,0
f,y,False,b,b,y,4694,1
f,n,False,w,p,v,1617,1
k,w,False,w,w,n,2235,0
f,n,True,w,w,y,2079,0
x,n,True,w,w,y,1911,0
x,g,True,g,g,y,2477,0
x,w,True,w,w,s,6978,1
x,w,False,w,w,s,5101,0
x,w,True,w,w,s,2781,1
x,n,False,w,w,v,2687,1
f,g,False,b,p,v,5979,1
f,e,False,w,p,v,5943,1
k,n,False,p,w,v,5306,1
f,y,True,w,w,y,6878,0
f,n,False,w,n,v,621,0
x,g,True,g,p,v,3237,0
f,y,False,n,b,v,8096,1
x,w,True,w,w,s,4375,0
x,n,True,w,w,y,619,0
k,e,False,w,p,v,1129,1
x,n,True,g,g,y,2846,0
b,w,True,w,w,v,943,1
f,c,False,w,n,v,3007,0
x,n,False,o,o,v,2464,0
x,w,False,w,w,s,2631,0
f,w,True,w,w,v,2487,1
f,n,True,g,w,y,1297,0
f,n,False,w,w,a,3187,0
x,n,False,p,w,v,4383,1
x,e,True,g,p,y,3348,0
x,w,False,w,w,s,1123,1
x,n,True,w,p,y,6292,0
x,y,True,w,w,v,1527,0
f,g,True,p,g,y,3226,0
x,n,False,p,p,v,3092,1
f,n,True,w,w,y,6472,0
f,y,False,b,b,y,344,1
f,n,True,w,w,s,755,1
f,g,False,b,p,v,4785,1
x,w,True,w,w,s,4428,1
f,y,False,p,p,y,6709,1
x,y,True,w,w,s,5758,0
k,g,False,w,w,n,2376,0
x,w,True,w,w,v,2860,0
k,n,False,p,p,v,842,1
x,n,True,w,w,y,1066,0
b,g,False,w,w,n,5289,0
k,e,False,w,p,v,4506,1
x,e,True,w,g,v,7003,0
f,e,True,w,g,y,4392,0
f,n,False,w,y,v,6236,1
f,n,True,g,p,y,3352,0
x,g,False,b,n,v,5541,1
f,e,True,w,w,y,4789,0
f,e,False,p,p,v,7311,1
x,w,True,w,w,v,455,0
x,n,False,p,p,v,4453,1
x,g,False,b,p,y,5995,1
k,n,False,p,w,v,3854,1
f,e,False,w,w,v,4703,1
f,e,False,w,p,v,5940,1
x,b,True,w,w,s,3020,1
f,w,False,w,w,a,6014,0
f,y,False,n,n,v,1717,1
f,e,True,w,g,v,1266,0
f,n,False,w,w,v,5779,0
x,n,False,p,w,v,6631,1
x,y,False,n,n,y,7088,1
x,n,False,w,w,v,5042,1
f,n,True,g,p,v,2047,0
x,e,True,p,w,y,3234,0
x,n,False,w,w,v,3393,1
k,n,False,w,w,v,5136,1
x,g,True,w,w,v,2067,0
f,u,False,w,w,v,5467,0
x,e,False,w,p,v,5443,1
b,g,False,w,w,n,5609,0
x,g,True,g,p,y,1239,0
x,b,True,w,w,v,5683,1
x,e,False,p,w,v,3902,1
x,n,False,w,p,v,270,1
x,e,True,w,p,y,1608,0
x,g,True,p,w,y,7004,0
x,n,True,g,g,v,5614,0
x,g,True,g,g,y,5558,0
x,n,False,w,p,v,358,1
k,e,False,w,p,v,3245,1
x,g,True,p,w,v,986,0
f,n,True,p,g,y,2813,0
k,n,False,w,w,v,1732,1
x,g,True,w,g,y,2467,0
f,n,True,w,w,s,6331,1
k,e,False,w,w,v,5746,1
x,n,False,w,p,v,6241,1
x,e,False,w,p,v,4672,1
f,e,True,w,w,v,7310,0
f,n,True,w,w,y,6177,0
k,g,False,w,w,s,3374,0
f,n,False,w,p,v,5324,1
x,g,True,p,w,y,703,0
f,e,True,w,w,y,4435,0
x,g,False,n,b,v,6604,1
f,n,False,w,w,s,1341,0
k,n,False,p,p,v,5963,1
f,n,True,p,p,v,4633,0
f,e,True,w,g,v,1684,0
f,n,True,g,p,y,1006,0
x,n,False,p,w,v,44,1
f,b,True,w,w,v,2154,1
f,n,True,w,w,s,2081,1
k,n,False,w,w,v,1238,1
x,n,False,w,w,a,6762,0
x,y,True,w,w,v,6830,0
x,e,True,w,w,c,5505,0
f,n,False,w,w,v,7533,1
f,w,False,w,w,s,7635,0
f,n,True,w,w,y,5764,0
x,e,False,w,p,v,1390,1
f,g,True,w,p,v,6711,0
x,w,False,w,w,s,152,0
f,g,False,n,p,y,7207,1
x,g,False,b,n,y,6792,1
x,w,True,w,w,s,818,1
x,y,False,n,n,v,1916,1
x,n,True,p,p,v,905,0
f,p,True,w,w,y,1217,0
f,y,False,p,b,v,7482,1
x,g,True,p,g,y,4162,0
f,g,False,b,p,v,2319,1
f,g,False,b,b,y,3676,1
x,n,False,w,p,v,5537,1
x,e,True,w,w,y,6827,0
x,n,False,w,w,a,7467,0
x,n,True,w,p,v,4253,0
f,e,False,w,w,v,3469,1
x,g,False,p,n,y,5903,1
x,e,False,p,w,v,5086,1
f,n,False,w,p,v,2015,1
f,w,True,w,w,s,3503,1
f,p,True,w,w,c,6551,0
x,w,True,w,w,n,2466,0
x,y,True,w,w,s,7151,0
f,n,False,w,w,v,3865,1
x,n,False,w,w,s,3289,0
f,n,False,w,p,v,86,1
x,e,False,c,c,c,5842,1
x,e,True,g,w,v,6619,0
b,y,True,w,w,n,1324,0
f,n,True,w,w,y,1990,0
f,y,False,p,p,y,4390,1
b,y,True,w,w,n,2891,0
x,e,True,g,p,y,1844,0
x,g,False,w,w,v,7574,0
x,n,False,w,w,s,6512,0
x,e,False,w,w,v,1056,1
x,y,False,n,n,v,992,1
k,n,False,w,p,v,1548,1
x,w,True,w,w,n,6856,0
f,e,False,p,w,v,6396,1
k,n,False,p,p,v,5203,1
x,n,False,w,w,v,3623,1
f,n,False,w,p,v,746,1
x,n,True,w,w,v,3763,0
k,n,False,p,w,v,2373,1
x,g,True,w,g,y,7319,0
f,n,True,w,w,s,7736,0
f,y,False,p,p,y,6941,1
f,e,False,p,p,v,840,1
x,u,False,w,w,v,8106,0
x,n,False,w,w,s,6812,0
f,w,True,w,w,v,5319,1
x,w,True,w,w,s,5530,0
k,n,False,n,n,y,5780,0
k,n,False,w,w,v,6397,1
x,e,True,g,g,v,6092,0
f,n,True,w,w,v,5976,1
f,g,False,n,p,v,1671,1
f,y,False,n,b,y,7672,1
f,p,True,w,w,v,3220,0
f,e,True,g,w,v,797,0
f,e,False,p,p,v,5582,1
x,g,False,p,p,v,6714,1
x,g,False,w,w,v,5580,1
f,n,True,g,g,v,1084,0
x,y,True,w,w,n,6441,0
b,b,True,w,w,v,867,1
f,g,True,p,w,y,128,0
x,g,False,n,n,y,4433,1
b,y,True,w,w,s,3417,0
f,w,False,w,w,s,3318,0
k,g,False,w,w,n,7129,0
f,n,True,p,p,y,2471,0
f,g,False,n,p,v,787,1
x,e,False,w,p,v,863,1
x,n,False,p,w,v,3496,1
x,g,True,g,g,v,1574,0
k,e,False,w,w,v,3650,1
f,w,False,w,w,a,431,0
f,g,True,g,w,y,2470,0
x,e,False,p,w,v,2831,1
b,y,True,w,w,s,2034,0
f,n,False,o,o,v,3218,0
f,n,False,o,o,c,2004,0
x,e,True,p,p,v,1316,0
f,y,True,w,w,s,259,0
x,n,True,g,p,y,6152,0
k,e,False,p,p,v,444,1
f,n,True,p,w,y,3033,0
x,n,True,w,w,v,7500,1
x,n,False,p,w,v,1427,1
x,y,False,p,p,v,2222,1
f,y,False,b,b,y,5253,1
f,c,False,c,c,c,3,1
x,n,False,w,w,v,7188,1
f,y,False,b,n,v,4532,1
f,y,True,w,w,v,1057,0
x,y,False,p,p,v,1805,1
k,n,False,o,o,v,906,0
f,n,True,g,g,y,2298,0
x,g,True,g,p,y,5962,0
x,y,True,w,w,v,7315,0
x,w,False,w,w,s,1592,0
x,g,False,w,w,s,4576,0
f,n,True,w,g,v,4351,0
b,w,False,w,w,n,327,0
x,g,False,w,w,a,81,0
k,e,False,p,w,v,5982,1
x,n,True,p,g,y,3950,0
f,n,True,p,g,y,7062,0
f,g,True,w,g,y,7949,0
x,g,False,w,w,s,3095,0
k,e,False,p,w,v,6748,1
x,e,False,w,w,v,3868,1
f,e,False,w,w,v,5339,1
x,y,True,w,w,n,7696,0
x,y,True,w,w,n,4774,0
b,w,False,w,w,n,357,0
x,w,False,w,w,s,757,0
x,w,True,w,w,n,1307,0
x,e,True,e,e,c,298,0
x,n,True,w,w,s,2088,1
f,n,False,p,p,v,1134,1
f,w,True,w,w,v,3667,1
x,g,True,w,w,y,1315,0
f,g,True,w,w,s,4417,1
f,n,True,p,w,v,2048,0
x,n,True,g,w,v,6276,0
x,g,False,w,w,s,5236,0
x,e,True,g,w,y,3112,0
x,n,False,o,o,c,4030,0
x,e,False,w,p,v,414,1
f,y,False,p,b,y,3333,1
x,e,True,p,g,v,6107,0
k,e,True,e,w,c,3058,0
x,e,True,g,w,y,773,0
x,n,True,p,w,v,2903,0
k,g,False,w,w,s,2886,0
x,g,True,g,w,v,83,0
x,g,True,g,g,v,6262,0
f,n,False,w,p,v,1998,1
f,n,True,p,p,v,4107,0
f,g,False,p,p,v,1198,1
x,g,False,n,b,v,6244,1
f,n,True,w,w,s,6100,1
f,n,True,w,w,y,514,0
x,g,True,w,g,v,6733,0
b,w,False,w,w,n,1547,0
f,y,False,b,b,y,7031,1
f,e,True,g,p,v,4220,0
k,g,False,w,w,n,4966,0
f,g,False,n,p,y,5367,1
b,g,False,w,w,s,6308,0
x,w,False,w,w,s,1777,0
k,p,True,w,w,c,763,0
x,g,True,g,p,v,7199,0
x,n,False,p,w,v,1186,1
f,e,True,w,p,v,2117,0
k,g,False,w,w,s,1795,0
f,y,False,b,b,y,3115,1
x,b,True,w,w,v,6094,1
k,e,False,w,p,v,7755,1
x,y,True,w,w,n,5171,0
x,w,True,w,w,v,1768,1
f,n,False,w,w,a,7605,0
x,e,False,w,p,v,4446,1
x,y,True,w,w,s,567,0
f,g,False,n,n,v,3752,1
x,g,False,b,b,v,3334,1
x,e,False,p,w,v,6004,1
x,y,False,p,n,y,7280,1
x,g,True,p,g,v,1874,0
x,e,True,w,w,y,3637,0
f,y,False,p,b,y,6223,1
x,n,False,w,p,v,7601,1
f,g,False,b,n,y,7224,1
f,y,False,n,p,y,5777,1
x,e,True,g,p,v,6039,0
x,y,True,w,w,n,4324,0
f,w,True,w,w,v,2323,0
f,u,False,w,w,v,4786,0
x,g,False,b,b,v,740,1
x,n,True,w,w,y,1433,0
f,n,False,p,w,v,2432,1
x,y,True,w,w,s,2599,0
f,w,True,w,w,v,389,1
k,e,False,p,p,v,1503,1
f,g,False,w,w,s,3003,0
x,g,False,n,p,v,3089,1
f,g,False,n,b,y,5261,1
f,g,True,g,p,y,6620,0
f,n,True,p,g,y,3662,0
f,e,True,p,w,v,2485,0
f,n,False,w,w,a,6189,0
x,p,False,w,w,s,1931,1
f,g,False,n,p,v,2829,1
x,y,True,w,w,s,5700,0
f,e,True,p,p,v,2525,0
f,n,False,w,w,a,1507,0
x,e,False,p,w,v,3567,1
x,w,False,w,w,n,4285,0
x,w,False,w,w,n,5280,0
f,e,True,p,w,y,2934,0
k,n,False,w,p,v,4632,1
f,e,False,w,w,v,258,1
x,e,True,g,p,v,2673,0
x,g,True,w,w,v,5062,1
x,g,True,p,w,v,1313,0
f,w,False,w,w,a,3591,0
f,e,True,g,w,v,4082,0
x,b,True,w,w,s,1857,1
x,n,False,o,o,v,4222,0
f,y,False,p,n,y,1997,1
f,g,False,b,n,v,6406,1
x,e,True,w,p,y,4797,0
x,e,False,p,p,v,4338,1
f,y,True,w,w,y,1478,0
f,e,True,p,p,y,7869,0
x,e,False,p,p,v,4768,1
x,n,False,w,w,s,714,0
b,w,True,w,w,n,1364,0
x,e,False,w,p,v,5568,1
x,n,True,w,g,y,2285,0
x,n,True,w,w,c,6928,0
f,w,True,w,w,s,3277,1
f,y,False,n,p,y,6556,1
f,w,False,w,w,a,4732,0
x,g,False,p,n,y,7164,1
k,n,False,p,w,v,7686,1
f,e,True,p,w,y,4545,0
f,e,False,p,w,v,8030,1
x,b,True,w,w,s,1513,1
f,w,True,w,w,v,138,1
f,e,True,w,g,v,4667,0
k,e,False,p,w,v,5771,1
b,g,False,w,w,n,7339,0
f,n,False,w,w,a,2700,0
f,n,True,w,w,y,3907,0
x,g,True,g,g,v,5572,0
f,g,False,p,b,y,2752,1
f,g,False,p,p,y,5368,1
x,g,False,w,w,a,5625,0
k,n,False,p,p,v,6191,1
f,e,False,p,w,v,2507,1
x,n,False,w,w,v,2055,1
f,g,True,w,w,s,7082,1
x,g,False,w,w,s,1648,0
x,y,True,w,w,v,6640,0
f,e,False,w,p,v,1207,1
x,g,False,w,w,a,4960,0
k,n,False,p,p,v,5013,1
f,g,True,g,g,v,1105,0
x,g,False,w,w,v,1190,1
x,g,False,n,p,v,6983,1
f,g,True,w,g,v,7169,0
x,e,False,w,w,v,1839,1
k,n,False,c,c,c,2052,1
x,n,False,w,p,v,2109,1
f,n,False,p,p,v,6481,1
x,y,False,n,b,y,7953,1
f,g,False,p,n,v,6491,1
f,y,True,w,w,s,1658,0
x,y,True,w,w,s,777,0
x,n,False,w,w,v,1270,1
f,y,True,w,w,v,7127,0
x,e,False,p,p,v,2337,1
x,g,True,p,p,v,490,0
x,w,False,w,w,s,5341,0
k,w,False,w,w,s,527,0
f,n,False,w,w,v,1352,1
x,g,True,w,w,v,5496,0
f,g,False,b,n,y,3309,1
f,w,True,w,w,v,1815,0
x,g,False,w,w,y,6799,0
x,g,True,w,w,v,6176,0
x,y,False,n,n,v,4936,1
f,n,False,w,p,v,6519,1
x,g,True,w,w,v,6252,0
x,e,True,p,w,v,3547,0
k,n,True,w,e,c,2150,0
x,w,False,w,w,a,7065,0
f,n,False,w,w,a,6514,0
f,g,False,n,n,y,5114,1
x,b,True,w,w,v,98,1
f,g,False,b,n,v,4610,1
x,n,True,p,p,v,5276,0
x,n,False,w,w,s,3940,0
f,n,False,w,w,s,6348,0
x,n,True,g,g,y,5163,0
b,g,False,w,w,n,7460,0
f,n,True,w,w,y,5493,0
f,e,True,p,w,v,3819,0
x,n,False,w,p,v,4467,1
f,n,False,p,w,v,1496,1
f,n,False,w,p,v,4930,1
f,n,True,w,w,s,2185,0
x,n,True,w,w,v,2790,0
x,n,False,w,w,v,6689,1
x,y,True,w,w,y,6151,0
f,e,False,p,p,v,6192,1
f,y,False,p,p,v,6270,1
x,g,False,p,b,y,1540,1
f,e,False,p,p,v,1468,1
x,n,True,w,w,s,3687,0
f,y,False,p,n,y,6140,1
x,e,True,w,p,y,2481,0
x,w,False,w,w,s,627,0
x,g,False,b,n,y,6073,1
b,y,True,w,w,n,1504,0
f,y,True,w,w,v,4608,0
f,n,True,g,p,y,3306,0
f,g,False,p,n,y,4624,1
x,y,False,p,p,y,5718,1
x,e,False,w,p,v,1908,1
f,n,True,g,p,y,5494,0
f,y,False,n,p,y,6534,1
x,y,False,b,p,v,3521,1
x,w,False,w,w,a,3365,0
f,e,False,p,w,v,2327,1
f,e,True,w,g,v,2972,0
x,y,True,w,w,v,3542,0
x,n,False,o,o,c,1774,0
x,g,True,g,w,v,7191,0
x,b,True,e,e,c,4818,0
x,e,False,w,p,v,5005,1
x,e,True,p,g,v,1473,0
f,y,False,p,b,v,4161,1
b,b,True,w,w,v,2698,1
k,n,False,p,p,v,3631,1
x,n,False,p,w,v,2372,1
x,n,False,p,w,v,7624,1
f,e,False,p,w,v,7520,1
f,w,True,w,w,s,3762,1
x,g,False,b,p,v,5773,1
f,e,False,w,p,v,2827,1
f,e,False,p,p,v,7582,1
f,n,False,p,p,v,5583,1
x,g,False,b,n,v,6091,1
b,y,False,w,y,v,464,1
x,y,True,w,w,n,7402,0
f,n,False,p,w,v,4025,1
f,n,True,w,p,v,1702,0
x,g,False,n,n,v,5081,1
f,e,True,g,w,v,1843,0
f,g,False,n,b,y,4456,1
x,n,True,p,g,y,7105,0
x,n,False,w,w,a,7353,0
f,e,False,w,p,v,3506,1
k,e,False,p,p,v,809,1
x,n,False,n,n,y,1870,0
k,n,False,w,p,v,2960,1
x,g,False,w,w,s,363,0
x,g,False,w,w,s,6319,0
x,e,False,p,p,v,226,1
x,g,False,p,p,v,4283,1
x,n,False,w,w,s,4143,0
x,e,False,w,w,v,378,1
f,n,False,p,p,v,4712,1
x,y,True,w,w,n,5696,0
x,g,False,w,w,n,7174,0
x,w,True,w,w,s,426,1
f,g,True,g,g,v,6171,0
f,e,False,p,p,v,3703,1
x,g,False,w,w,v,5347,1
f,e,True,g,g,v,1310,0
x,e,True,w,w,v,5526,0
x,g,False,n,p,y,6737,1
k,e,False,p,w,v,999,1
x,n,False,w,w,v,5016,1
x,n,True,g,w,y,2801,0
x,b,True,e,w,c,899,0
x,g,True,p,p,v,3097,0
x,g,True,g,p,y,6360,0
f,e,False,p,w,v,7036,1
x,w,False,w,w,a,5279,0
f,b,True,w,w,s,7899,1
f,e,False,w,w,v,7904,1
f,g,False,n,n,v,5060,1
f,g,True,p,g,v,1667,0
x,e,True,p,p,v,2228,0
x,n,True,g,p,y,3768,0
k,e,False,w,p,v,6361,1
x,n,True,p,g,v,472,0
f,n,False,o,o,c,1570,0
f,n,False,o,o,c,1272,0
f,y,False,p,b,y,4097,1
x,e,True,g,w,v,6428,0
k,e,False,p,w,v,4461,1
x,b,True,w,w,s,318,1
x,n,True,g,g,y,7371,0
x,g,False,w,w,v,4720,1
x,g,False,p,b,y,3801,1
x,g,False,p,p,v,6951,1
f,n,True,w,w,s,4316,0
f,g,False,n,p,y,2561,1
x,w,False,w,w,s,7870,0
x,g,False,p,p,y,1959,1
x,w,False,w,w,a,1256,0
k,n,False,p,p,v,7985,1
f,g,True,p,g,v,7865,0
x,n,True,p,p,y,7166,0
f,g,True,w,w,v,7735,1
f,n,False,w,w,a,1631,0
b,w,True,w,w,n,6283,0
x,e,False,p,p,v,4884,1
f,e,False,p,w,v,5639,1
f,y,False,p,b,v,1994,1
x,e,False,p,w,v,7405,1
f,n,False,c,c,c,6307,1
f,n,True,w,w,y,2587,0
k,n,False,w,p,v,1987,1
x,b,True,w,w,v,1695,1
x,e,False,p,w,v,1096,1
f,e,True,g,p,v,3084,0
k,n,False,w,p,v,3653,1
f,e,True,w,w,c,4042,0
f,g,True,w,w,y,6058,0
f,y,False,b,p,y,7132,1
x,y,False,p,n,y,2256,1
f,g,False,b,p,y,3008,1
x,g,False,p,n,v,7130,1
x,n,False,w,w,v,3264,1
x,g,False,n,n,y,1163,1
f,g,False,b,b,y,4010,1
x,b,True,w,w,v,1912,1
f,n,True,p,g,y,2754,0
f,n,False,o,o,v,5129,0
f,n,True,w,w,y,3979,0
x,y,True,w,w,s,1809,0
x,n,True,p,g,v,4145,0
x,w,True,w,w,s,5802,1
x,w,True,w,w,v,310,0
x,g,False,w,w,s,3714,0
f,n,False,w,w,s,4596,0
x,g,False,w,w,a,1836,0
x,g,False,b,n,v,4005,1
x,b,True,e,e,c,2212,0
x,g,False,w,w,s,1210,0
f,w,True,w,w,v,7773,0
f,n,False,o,o,v,1110,0
x,n,True,p,w,v,6137,0
x,w,True,w,w,v,827,1
k,w,False,w,w,s,7363,0
x,g,False,b,p,y,7260,1
x,g,False,w,w,s,1691,0
f,y,False,n,p,y,1694,1
f,e,False,w,p,v,5809,1
f,e,True,p,w,y,7535,0
f,w,True,w,w,v,3691,0
f,g,True,w,g,v,4173,0
f,g,False,w,w,a,5501,0
k,w,False,w,w,s,1333,0
f,g,True,w,g,y,2131,0
k,e,False,p,p,v,830,1
f,g,False,p,p,v,6142,1
x,y,False,b,b,v,5913,1
x,w,False,w,w,s,7622,0
f,y,True,w,w,s,1708,0
x,w,True,w,w,s,1241,1
x,e,True,g,p,y,4649,0
f,e,False,p,p,v,7349,1
f,e,True,g,g,y,2349,0
f,n,True,p,w,v,6287,0
k,e,False,p,p,v,2294,1
f,n,True,g,p,v,1846,0
f,n,True,p,p,v,6254,0
f,n,True,p,p,v,5647,0
k,e,False,w,p,v,1068,1
b,g,False,w,w,n,2915,0
x,y,True,w,w,n,5226,0
x,y,False,n,n,v,6862,1
x,e,False,p,w,v,7754,1
x,n,False,p,w,v,1721,1
x,g,False,w,w,a,3377,0
k,e,False,w,w,v,2524,1
f,e,True,p,p,v,2045,0
x,e,True,w,g,y,6670,0
f,y,True,w,w,s,112,0
f,g,False,n,p,y,3447,1
x,y,False,p,p,v,3972,1
k,g,False,w,w,n,2564,0
f,n,False,w,w,a,7880,0
x,n,False,w,p,v,4878,1
x,n,True,w,g,v,3903,0
x,g,False,p,b,y,5105,1
x,g,True,w,w,s,601,1
s,n,False,w,w,y,28,0
f,w,True,w,w,v,2800,1
x,y,True,w,w,n,1424,0
b,n,False,n,n,y,1714,0
x,e,False,w,p,v,3852,1
f,y,False,b,b,v,7437,1
f,n,True,w,p,y,5648,0
f,e,False,w,w,v,4581,1
x,g,False,n,p,y,4306,1
f,y,True,w,w,s,2114,0
x,w,True,w,w,v,7647,1
x,n,True,p,g,y,7863,0
k,e,False,w,p,v,7291,1
f,e,False,w,p,v,5030,1
x,w,False,w,w,a,6543,0
f,g,True,g,g,v,5710,0
b,w,True,w,w,s,3042,0
x,p,True,w,w,v,8102,0
f,y,False,p,p,y,7890,1
x,g,True,p,p,y,7200,0
k,n,False,w,w,v,3834,1
x,n,False,p,p,v,1251,1
x,y,False,n,p,y,369,1
x,g,False,w,w,a,959,0
f,g,False,w,w,s,4901,0
b,n,False,o,o,c,7842,0
x,n,True,w,g,v,6454,0
x,g,True,g,g,y,3324,0
x,e,False,p,w,v,4542,1
f,y,False,p,p,y,2243,1
k,g,False,w,w,n,5653,0
x,w,False,w,w,s,7076,1
f,g,True,p,g,y,4561,0
f,b,True,w,w,v,6209,1
x,w,False,w,w,s,6847,0
f,n,True,w,w,y,2751,0
f,n,False,w,w,s,4900,0
k,w,False,w,w,s,6702,0
f,b,True,w,e,c,73,0
x,y,True,w,w,s,7504,0
x,e,False,w,w,v,6018,1
f,w,True,w,w,v,1442,1
x,g,False,w,w,n,7090,0
f,n,False,w,p,v,2570,1
x,e,False,p,w,v,3818,1
b,w,True,w,w,n,2445,0
f,n,False,p,p,v,1285,1
x,w,True,w,w,s,6583,1
x,b,True,w,w,c,7085,0
x,g,True,w,g,y,706,0
f,n,False,o,o,v,8082,0
f,y,False,n,b,y,888,1
x,n,False,p,p,v,2756,1
x,n,True,w,p,v,6029,0
x,n,False,w,w,s,2621,0
x,y,True,w,w,y,3766,0
f,n,False,n,n,y,7566,0
k,n,False,w,p,v,2902,1
k,n,False,p,w,v,2944,1
x,n,True,e,e,c,3165,0
k,n,False,p,p,v,1058,1
f,w,False,w,w,s,1444,0
f,e,True,w,w,y,2928,0
x,y,False,b,n,v,7694,1
x,w,True,w,w,n,7727,0
f,w,True,w,w,v,5547,1
k,n,False,w,w,v,7534,1
f,e,True,w,w,v,8065,0
f,g,True,p,g,y,1939,0
x,e,False,p,p,v,4892,1
f,n,False,o,o,c,7261,0
f,w,False,w,w,a,5997,0
x,w,False,w,w,a,3482,0
f,y,False,p,p,y,6646,1
f,b,True,w,w,s,1088,1
x,n,True,e,e,c,1451,0
f,g,True,w,w,v,4783,1
x,g,False,n,n,v,1766,1
f,e,True,w,g,v,8073,0
f,e,True,p,p,v,1885,0
x,e,False,w,p,v,5048,1
x,y,False,b,b,y,3420,1
x,y,False,b,b,y,1644,1
x,g,True,g,w,y,926,0
x,p,False,w,w,s,3943,1
x,e,True,p,w,y,1089,0
b,y,True,w,w,n,5861,0
x,g,False,w,w,s,5828,0
x,y,True,w,w,n,338,0
x,p,False,w,w,s,2718,1
f,e,True,p,g,y,6713,0
x,n,True,w,w,s,1,1
f,n,True,g,w,y,5248,0
x,w,True,w,w,s,3761,0
x,n,False,w,w,a,1541,0
f,n,True,w,w,s,6660,1
k,e,False,w,w,v,7938,1
x,n,True,w,w,y,1516,0
f,g,False,p,b,y,6434,1
f,y,False,n,n,y,4626,1
x,g,False,w,w,v,1804,1
k,e,False,p,p,v,880,1
f,g,True,w,p,v,4678,0
x,g,True,p,p,v,6049,0
x,y,False,b,p,y,5712,1
x,w,True,w,w,s,3387,0
k,n,False,p,p,v,6995,1
f,w,False,w,w,s,3848,0
f,n,True,g,g,v,738,0
x,n,False,w,w,s,5115,0
x,n,True,w,g,y,2157,0
x,e,True,g,g,y,7828,0
x,w,True,w,w,v,2538,0
x,g,True,p,g,y,5769,0
f,g,True,g,g,v,509,0
f,g,False,w,w,a,1848,0
f,e,False,p,p,v,3555,1
k,n,False,w,w,v,941,1
x,e,True,p,w,y,4756,0
x,y,False,n,n,v,134,1
f,n,False,w,w,s,3305,0
x,g,True,g,w,y,6934,0
x,w,True,w,w,n,1380,0
f,g,False,p,n,y,5901,1
b,w,False,w,w,s,6083,0
f,w,True,w,w,s,5438,1
f,n,False,w,w,a,7134,0
x,n,False,p,p,v,3758,1
f,n,False,p,p,v,4434,1
f,e,True,w,p,y,7871,0
x,e,False,p,p,v,420,1
k,n,False,p,p,v,5425,1
f,n,False,w,w,v,2686,1
f,y,False,n,p,v,4954,1
x,n,True,w,w,y,3175,0
x,b,True,w,e,c,7139,0
x,y,True,w,w,v,1814,0
k,n,True,w,w,c,5657,0
s,n,False,w,w,v,3124,0
x,e,True,w,g,v,2533,0
f,g,False,b,b,v,5296,1
x,w,True,w,w,v,5308,1
x,g,False,w,w,s,4779,0
k,w,False,w,w,n,4212,0
f,n,False,w,p,v,1898,1
x,g,False,p,n,y,989,1
f,g,False,p,p,v,6626,1
x,w,True,w,w,s,7158,0
x,e,True,p,g,y,4099,0
f,g,False,w,w,a,904,0
f,g,False,w,w,a,6227,0
x,g,False,w,w,s,2216,0
b,w,False,w,w,s,6129,0
x,w,True,w,w,s,3392,0
