"zip_code_prefix";"city";"state";"lat";"lng"
5758;"sao paulo";"SP";-23.6289;-46.7638
5759;"são paulo";"SP";-23.6302;-46.7663
5760;"sao paulo";"SP";-23.6325;-46.7666
5761;"sao paulo";"SP";-23.6355;-46.7666
5762;"sao paulo";"SP";-23.6409;-46.7634
5763;"sao paulo";"SP";-23.6436;-46.759
5765;"são paulo";"SP";-23.6293;-46.7568
5766;"sao paulo";"SP";-23.6309;-46.7548
5767;"sao paulo";"SP";-23.6321;-46.7608
5770;"sao paulo";"SP";-23.6485;-46.759
5772;"sao paulo";"SP";-23.6396;-46.7555
5773;"sao paulo";"SP";-23.635;-46.755
5774;"sao paulo";"SP";-23.6337;-46.7501
5775;"sao paulo";"SP";-23.6354;-46.7534
5776;"sao paulo";"SP";-23.6367;-46.7466
5777;"sao paulo";"SP";-23.6457;-46.753
5778;"sao paulo";"SP";-23.6418;-46.7522
5780;"sao paulo";"SP";-23.6471;-46.7526
5781;"sao paulo";"SP";-23.652;-46.7603
5782;"sao paulo";"SP";-23.6513;-46.7669
5783;"sao paulo";"SP";-23.6451;-46.7692
5784;"são paulo";"SP";-23.6202;-46.7617
5785;"são paulo";"SP";-23.6248;-46.7665
5786;"sao paulo";"SP";-23.6352;-46.7725
5787;"sao paulo";"SP";-23.6198;-46.7595
5788;"sao paulo";"SP";-23.6317;-46.7737
5789;"sao paulo";"SP";-23.6477;-46.7777
5790;"sao paulo";"SP";-23.6419;-46.7854
5791;"sao paulo";"SP";-23.6464;-46.7845
5792;"sao paulo";"SP";-23.6388;-46.7731
5793;"sao paulo";"SP";-23.6392;-46.7752
5794;"sao paulo";"SP";-23.6415;-46.7711
5795;"sao paulo";"SP";-23.6466;-46.7759
5796;"sao paulo";"SP";-23.6503;-46.7744
5797;"sao paulo";"SP";-23.6548;-46.7724
5798;"são paulo";"SP";-23.6574;-46.7681
5801;"sao paulo";"SP";-23.6472;-46.7345
5802;"sao paulo";"SP";-23.6586;-46.7255
5804;"são paulo";"SP";-23.6483;-46.7317
5805;"sao paulo";"SP";-23.6533;-46.7345
5812;"sao paulo";"SP";-23.6558;-46.7341
5813;"sao paulo";"SP";-23.6549;-46.7317
5814;"são paulo";"SP";-23.6597;-46.7323
5815;"sao paulo";"SP";-23.662;-46.7358
5816;"sao paulo";"SP";-23.6669;-46.7391
5818;"sao paulo";"SP";-23.665;-46.7317
5819;"sao paulo";"SP";-23.6658;-46.7366
5820;"sao paulo";"SP";-23.6653;-46.74
5821;"sao paulo";"SP";-23.6674;-46.7512
5822;"sao paulo";"SP";-23.6631;-46.7521
5823;"sao paulo";"SP";-23.6641;-46.7499
5828;"sao paulo";"SP";-23.6685;-46.7417
5830;"sao paulo";"SP";-23.6694;-46.745
5831;"sao paulo";"SP";-23.6723;-46.7479
5832;"sao paulo";"SP";-23.6731;-46.7514
5833;"sao paulo";"SP";-23.6709;-46.7592
5834;"sao paulo";"SP";-23.6701;-46.7551
5835;"sao paulo";"SP";-23.6503;-46.7537
5836;"sao paulo";"SP";-23.6462;-46.7376
5840;"sao paulo";"SP";-23.6458;-46.7406
5841;"sao paulo";"SP";-23.6459;-46.7428
5842;"sao paulo";"SP";-23.6503;-46.7442
5843;"sao paulo";"SP";-23.6512;-46.7369
5844;"sao paulo";"SP";-23.6571;-46.7406
5845;"sao paulo";"SP";-23.6542;-46.7426
5846;"sao paulo";"SP";-23.6555;-46.7424
5847;"são paulo";"SP";-23.6543;-46.7486
5848;"sao paulo";"SP";-23.6582;-46.7599
5849;"sao paulo";"SP";-23.6524;-46.7558
5850;"sao paulo";"SP";-23.6584;-46.7538
5851;"sao paulo";"SP";-23.6636;-46.7564
5852;"sao paulo";"SP";-23.6661;-46.7575
5853;"sao paulo";"SP";-23.6596;-46.7518
5854;"sao paulo";"SP";-23.6609;-46.7621
5855;"são paulo";"SP";-23.6626;-46.7643
5856;"sao paulo";"SP";-23.6517;-46.7843
5857;"sao paulo";"SP";-23.6568;-46.7805
5858;"sao paulo";"SP";-23.6675;-46.7823
5859;"sao paulo";"SP";-23.6672;-46.7704
5860;"são paulo";"SP";-23.6648;-46.7666
5861;"sao paulo";"SP";-23.6716;-46.7647
5862;"sao paulo";"SP";-23.6679;-46.7644
5863;"sao paulo";"SP";-23.6769;-46.7662
5864;"sao paulo";"SP";-23.6753;-46.7613
5866;"sao paulo";"SP";-23.6776;-46.7697
5867;"sao paulo";"SP";-23.673;-46.7701
5868;"sao paulo";"SP";-23.6661;-46.7793
5869;"sao paulo";"SP";-23.6773;-46.7714
5870;"sao paulo";"SP";-23.6806;-46.7726
5871;"sao paulo";"SP";-23.6849;-46.7728
5872;"sao paulo";"SP";-23.6856;-46.7761
5873;"são paulo";"SP";-23.69;-46.7785
5874;"sao paulo";"SP";-23.6796;-46.7729
5875;"são paulo";"SP";-23.6908;-46.7781
5876;"sao paulo";"SP";-23.6973;-46.7937
5877;"sao paulo";"SP";-23.6919;-46.7907
5878;"sao paulo";"SP";-23.6898;-46.7848
5879;"sao paulo";"SP";-23.6887;-46.7926
5880;"sao paulo";"SP";-23.6867;-46.7883
5881;"sao paulo";"SP";-23.6814;-46.7781
5882;"sao paulo";"SP";-23.6807;-46.7842
5883;"sao paulo";"SP";-23.6766;-46.7794
5884;"sao paulo";"SP";-23.6716;-46.776
5885;"são paulo";"SP";-23.675;-46.7857
5886;"sao paulo";"SP";-23.6806;-46.7924
5887;"sao paulo";"SP";-23.6784;-46.7976
5888;"são paulo";"SP";-23.6731;-46.7922
5889;"sao paulo";"SP";-23.6676;-46.7836
5890;"sao paulo";"SP";-23.6656;-46.7886
5891;"são paulo";"SP";-23.663;-46.7917
5892;"sao paulo";"SP";-23.6613;-46.7864
5893;"sao paulo";"SP";-23.658;-46.7903
5894;"sao paulo";"SP";-23.6525;-46.7886
5895;"sao paulo";"SP";-23.6523;-46.7858
6010;"osasco";"SP";-23.5355;-46.7681
6013;"osasco";"SP";-23.5319;-46.7772
6016;"osasco";"SP";-23.5325;-46.7795
6018;"osasco";"SP";-23.5409;-46.7761
6020;"osasco";"SP";-23.5385;-46.7616
6023;"osasco";"SP";-23.5434;-46.7703
6026;"osasco";"SP";-23.5516;-46.7639
6028;"osasco";"SP";-23.5461;-46.7673
6029;"osasco";"SP";-23.5485;-46.7698
6030;"osasco";"SP";-23.5571;-46.7676
6033;"osasco";"SP";-23.5604;-46.7779
6036;"osasco";"SP";-23.5581;-46.776
6037;"osasco";"SP";-23.555;-46.7733
6038;"osasco";"SP";-23.5655;-46.7784
6040;"osasco";"SP";-23.5693;-46.7831
6045;"osasco";"SP";-23.5729;-46.7929
6050;"osasco";"SP";-23.5602;-46.7871
6053;"osasco";"SP";-23.5591;-46.7876
6056;"osasco";"SP";-23.5663;-46.7878
6060;"osasco";"SP";-23.5531;-46.782
6065;"osasco";"SP";-23.555;-46.7903
6070;"osasco";"SP";-23.5481;-46.7805
6075;"osasco";"SP";-23.5495;-46.7878
6080;"osasco";"SP";-23.5435;-46.7849
6083;"osasco";"SP";-23.5421;-46.7787
6086;"osasco";"SP";-23.5347;-46.7851
6090;"osasco";"SP";-23.5333;-46.7823
6093;"osasco";"SP";-23.53;-46.7828
6097;"osasco";"SP";-23.5285;-46.7798
6102;"osasco";"SP";-23.5495;-46.813
6110;"osasco";"SP";-23.5316;-46.7914
6112;"osasco";"SP";-23.5364;-46.796
6114;"osasco";"SP";-23.5336;-46.7978
6120;"osasco";"SP";-23.5419;-46.7918
6122;"osasco";"SP";-23.5423;-46.7988
6124;"osasco";"SP";-23.5467;-46.7981
6126;"osasco";"SP";-23.5516;-46.7945
6130;"osasco";"SP";-23.5576;-46.7968
6132;"osasco";"SP";-23.5566;-46.7984
6140;"osasco";"SP";-23.5765;-46.8009
6142;"osasco";"SP";-23.5695;-46.7979
6144;"osasco";"SP";-23.5669;-46.8009
6145;"osasco";"SP";-23.5701;-46.803
6147;"osasco";"SP";-23.5787;-46.8077
6149;"osasco";"SP";-23.5818;-46.8134
6150;"osasco";"SP";-23.5703;-46.8113
6152;"osasco";"SP";-23.5636;-46.8036
6154;"osasco";"SP";-23.5601;-46.8045
6160;"osasco";"SP";-23.5574;-46.8121
6162;"osasco";"SP";-23.5536;-46.8091
6170;"osasco";"SP";-23.5455;-46.8049
6172;"osasco";"SP";-23.5425;-46.8128
6180;"osasco";"SP";-23.5365;-46.8034
6182;"osasco";"SP";-23.5291;-46.8124
6184;"osasco";"SP";-23.5384;-46.808
6186;"osasco";"SP";-23.5333;-46.8131
6187;"osasco";"SP";-23.5452;-46.8137
6190;"osasco";"SP";-23.53;-46.7989
6192;"osasco";"SP";-23.5277;-46.8013
6194;"osasco";"SP";-23.5254;-46.8019
6210;"osasco";"SP";-23.5284;-46.7663
6213;"osasco";"SP";-23.5302;-46.7682
6216;"osasco";"SP";-23.5257;-46.7716
6220;"osasco";"SP";-23.5165;-46.7824
6223;"osasco";"SP";-23.5157;-46.7776
6226;"osasco";"SP";-23.5083;-46.7781
6230;"osasco";"SP";-23.5164;-46.7998
6233;"osasco";"SP";-23.5166;-46.787
6236;"osasco";"SP";-23.5101;-46.7874
6240;"osasco";"SP";-23.504;-46.8056
6243;"osasco";"SP";-23.5036;-46.7983
6246;"osasco";"SP";-23.4989;-46.8071
6250;"osasco";"SP";-23.5007;-46.796
6253;"osasco";"SP";-23.4971;-46.7974
6260;"osasco";"SP";-23.4994;-46.791
6263;"osasco";"SP";-23.4938;-46.7965
6266;"osasco";"SP";-23.4932;-46.7879
6268;"osasco";"SP";-23.5;-46.7782
6270;"osasco";"SP";-23.4962;-46.7714
6273;"osasco";"SP";-23.4991;-46.7679
6276;"osasco";"SP";-23.4845;-46.7751
6278;"osasco";"SP";-23.4788;-46.7788
6280;"osasco";"SP";-23.5098;-46.7668
6283;"osasco";"SP";-23.5144;-46.7682
6286;"osasco";"SP";-23.5066;-46.7721
6288;"osasco";"SP";-23.5024;-46.7656
6290;"osasco";"SP";-23.5203;-46.7713
6293;"osasco";"SP";-23.5163;-46.7629
6296;"osasco";"SP";-23.5182;-46.7573
6298;"osasco";"SP";-23.5211;-46.754
6310;"carapicuiba";"SP";-23.5155;-46.8391
6311;"carapicuiba";"SP";-23.5209;-46.8458
6315;"carapicuiba";"SP";-23.5252;-46.8415
6317;"carapicuiba";"SP";-23.5263;-46.8457
6320;"carapicuiba";"SP";-23.5246;-46.8363
6321;"carapicuiba";"SP";-23.5385;-46.8306
6322;"carapicuiba";"SP";-23.5301;-46.8334
6325;"carapicuiba";"SP";-23.5302;-46.8293
6326;"carapicuiba";"SP";-23.5293;-46.8285
6327;"carapicuiba";"SP";-23.5331;-46.824
6328;"carapicuiba";"SP";-23.5291;-46.826
6329;"carapicuiba";"SP";-23.5389;-46.8218
6330;"carapicuiba";"SP";-23.5555;-46.8283
6331;"carapicuiba";"SP";-23.5437;-46.8287
6332;"carapicuiba";"SP";-23.5488;-46.8302
6333;"carapicuiba";"SP";-23.5597;-46.8315
6334;"carapicuiba";"SP";-23.5445;-46.8321
6335;"carapicuiba";"SP";-23.5548;-46.8338
6340;"carapicuiba";"SP";-23.5674;-46.8243
6341;"carapicuiba";"SP";-23.5725;-46.82
6342;"carapicuiba";"SP";-23.5798;-46.8254
6343;"carapicuiba";"SP";-23.5685;-46.8332
6345;"carapicuiba";"SP";-23.5745;-46.8418
6350;"carapicuiba";"SP";-23.5747;-46.8559
6351;"carapicuiba";"SP";-23.5691;-46.8636
6352;"carapicuiba";"SP";-23.564;-46.8698
6355;"carapicuiba";"SP";-23.5598;-46.8602
6360;"carapicuiba";"SP";-23.5589;-46.8391
6361;"carapicuiba";"SP";-23.5568;-46.8462
6362;"carapicuiba";"SP";-23.5543;-46.8414
6363;"carapicuiba";"SP";-23.5678;-46.8386
6364;"carapicuiba";"SP";-23.5656;-46.8423
6365;"carapicuiba";"SP";-23.5529;-46.8508
6379;"carapicuíba";"SP";-23.5348;-46.8597
6380;"carapicuiba";"SP";-23.5419;-46.8372
6381;"carapicuiba";"SP";-23.5458;-46.8388
6382;"carapicuiba";"SP";-23.5498;-46.8392
6384;"carapicuiba";"SP";-23.5427;-46.8463
6385;"carapicuiba";"SP";-23.5421;-46.8431
6386;"carapicuiba";"SP";-23.5326;-46.8428
6387;"carapicuiba";"SP";-23.5513;-46.8351
6390;"carapicuiba";"SP";-23.5403;-46.853
6394;"carapicuiba";"SP";-23.525;-46.857
6395;"carapicuiba";"SP";-23.5323;-46.8502
6396;"carapicuiba";"SP";-23.5295;-46.854
6397;"carapicuiba";"SP";-23.5309;-46.8583
6401;"barueri";"SP";-23.5095;-46.8811
6402;"barueri";"SP";-23.5084;-46.8792
6404;"barueri";"SP";-23.5064;-46.8686
6405;"barueri";"SP";-23.497;-46.8836
6406;"barueri";"SP";-23.5017;-46.887
6407;"barueri";"SP";-23.5001;-46.8906
6408;"barueri";"SP";-23.4956;-46.8854
6409;"barueri";"SP";-23.4942;-46.8961
6410;"barueri";"SP";-23.5016;-46.8672
6411;"barueri";"SP";-23.5014;-46.8744
6412;"barueri";"SP";-23.4972;-46.881
6413;"barueri";"SP";-23.4871;-46.8787
6414;"barueri";"SP";-23.4936;-46.8717
6415;"barueri";"SP";-23.4905;-46.889
6416;"barueri";"SP";-23.4869;-46.8928
6417;"barueri";"SP";-23.4861;-46.8839
6418;"barueri";"SP";-23.4829;-46.8858
6419;"barueri";"SP";-23.4769;-46.8853
6420;"barueri";"SP";-23.5122;-46.896
6421;"barueri";"SP";-23.5087;-46.9013
6422;"barueri";"SP";-23.5167;-46.9
6423;"barueri";"SP";-23.4974;-46.9061
6424;"barueri";"SP";-23.4959;-46.8747
6428;"barueri";"SP";-23.4965;-46.9577
6429;"barueri";"SP";-23.4897;-46.9529
6433;"barueri";"SP";-23.5261;-46.888
6434;"barueri";"SP";-23.5299;-46.8893
6435;"barueri";"SP";-23.5317;-46.8842
6436;"barueri";"SP";-23.5377;-46.8889
6437;"barueri";"SP";-23.5443;-46.8887
6440;"barueri";"SP";-23.5109;-46.8599
6442;"barueri";"SP";-23.5158;-46.8734
6443;"barueri";"SP";-23.5395;-46.8644
6444;"barueri";"SP";-23.5427;-46.8838
6445;"barueri";"SP";-23.5292;-46.8648
6447;"barueri";"SP";-23.5415;-46.8772
6448;"barueri";"SP";-23.548;-46.8757
6449;"barueri";"SP";-23.5421;-46.8687
6453;"barueri";"SP";-23.4971;-46.8511
6454;"barueri";"SP";-23.4958;-46.8475
6455;"barueri";"SP";-23.5011;-46.8497
6458;"barueri";"SP";-23.4913;-46.8259
6460;"barueri";"SP";-23.4988;-46.8331
6462;"barueri";"SP";-23.4854;-46.8098
6463;"barueri";"SP";-23.5024;-46.8135
6465;"barueri";"SP";-23.4985;-46.8505
6470;"barueri";"SP";-23.4948;-46.8587
6471;"barueri";"SP";-23.4865;-46.8534
6472;"barueri";"SP";-23.4853;-46.8526
6473;"barueri";"SP";-23.4837;-46.8635
6474;"barueri";"SP";-23.4878;-46.8462
6475;"barueri";"SP";-23.4871;-46.8372
6480;"barueri";"SP";-23.488;-46.8555
6485;"barueri";"SP";-23.4833;-46.8478
6501;"santana de parnaiba";"SP";-23.444;-46.9155
6502;"santana de parnaiba";"SP";-23.4454;-46.925
6503;"santana de parnaiba";"SP";-23.4563;-46.9372
6504;"santana de parnaiba";"SP";-23.4396;-46.9366
6505;"santana de parnaíba";"SP";-23.4121;-46.9412
6506;"santana de parnaiba";"SP";-23.4186;-46.9589
6509;"santana de parnaiba";"SP";-23.4519;-46.9469
6513;"santana de parnaiba";"SP";-23.4616;-46.9153
6514;"santana de parnaiba";"SP";-23.4732;-46.9122
6515;"santana de parnaiba";"SP";-23.4737;-46.8965
6516;"santana de parnaiba";"SP";-23.481;-46.8935
6517;"santana de parnaiba";"SP";-23.4761;-46.934
6519;"santana de parnaiba";"SP";-23.4913;-46.9638
6520;"santana de parnaiba";"SP";-23.478;-46.9751
6523;"santana de parnaiba";"SP";-23.4935;-47.0006
6524;"santana de parnaiba";"SP";-23.4757;-47.0041
6525;"santana de parnaiba";"SP";-23.4166;-46.8934
6526;"santana de parnaiba";"SP";-23.4295;-46.922
6528;"santana de parnaíba";"SP";-23.4083;-46.8972
6529;"santana de parnaiba";"SP";-23.4043;-46.8835
6530;"santana de parnaiba";"SP";-23.4106;-46.8848
6531;"santana de parnaiba";"SP";-23.4206;-46.8752
6532;"santana de parnaiba";"SP";-23.4421;-46.8879
6533;"santana de parnaiba";"SP";-23.4221;-46.8736
6534;"santana de parnaiba";"SP";-23.4147;-46.8688
6535;"santana de parnaiba";"SP";-23.4255;-46.8557
6537;"santana de parnaíba";"SP";-23.429;-46.8268
6539;"santana de parnaiba";"SP";-23.465;-46.885
6540;"santana de parnaiba";"SP";-23.4539;-46.8826
6541;"santana de parnaiba";"SP";-23.463;-46.8726
6542;"santana de parnaiba";"SP";-23.4736;-46.8685
6543;"santana de parnaiba";"SP";-23.4699;-46.8481
6544;"santana de parnaiba";"SP";-23.4637;-46.8525
6550;"pirapora do bom jesus";"SP";-23.403;-46.9951
6600;"jandira";"SP";-23.5324;-46.9014
6602;"jandira";"SP";-23.5343;-46.8975
6604;"jandira";"SP";-23.5393;-46.904
6606;"jandira";"SP";-23.5329;-46.9073
6608;"jandira";"SP";-23.5338;-46.9149
6609;"jandira";"SP";-23.5351;-46.9108
6610;"jandira";"SP";-23.5242;-46.9209
6612;"jandira";"SP";-23.521;-46.9191
6616;"jandira";"SP";-23.5247;-46.9112
6618;"jandira";"SP";-23.525;-46.8987
6620;"jandira";"SP";-23.5473;-46.8925
6622;"jandira";"SP";-23.5467;-46.8998
6624;"jandira";"SP";-23.5482;-46.9104
6626;"jandira";"SP";-23.5416;-46.9116
6630;"jandira";"SP";-23.5553;-46.8903
6631;"jandira";"SP";-23.545;-46.9043
6633;"jandira";"SP";-23.5306;-46.8862
6634;"jandira";"SP";-23.5593;-46.9047
6636;"jandira";"SP";-23.5566;-46.899
6642;"jandira";"SP";-23.5574;-46.8773
6648;"jandira";"SP";-23.5485;-46.8671
6650;"itapevi";"SP";-23.5446;-46.9352
6652;"itapevi";"SP";-23.5496;-46.9263
6653;"itapevi";"SP";-23.5471;-46.9297
6654;"itapevi";"SP";-23.5389;-46.9241
6655;"itapevi";"SP";-23.565;-46.9755
6656;"itapevi";"SP";-23.5546;-46.9234
6657;"itapevi";"SP";-23.5573;-46.9291
6660;"itapevi";"SP";-23.5485;-46.9558
6663;"itapevi";"SP";-23.5576;-46.9398
6665;"itapevi";"SP";-23.5642;-46.9731
6670;"itapevi";"SP";-23.5861;-46.9654
6673;"itapevi";"SP";-23.5549;-46.9119
6675;"itapevi";"SP";-23.5474;-46.9713
6680;"itapevi";"SP";-23.5352;-46.9766
6683;"itapevi";"SP";-23.5396;-46.9689
6684;"itapevi";"SP";-23.5389;-46.9422
6685;"itapevi";"SP";-23.5414;-47.0
6690;"itapevi";"SP";-23.5283;-46.9482
6693;"itapevi";"SP";-23.5381;-46.9461
6694;"itapevi";"SP";-23.5428;-46.9387
6695;"itapevi";"SP";-23.5375;-46.9545
6696;"itapevi";"SP";-23.5239;-46.9415
6700;"cotia";"SP";-23.6095;-46.9328
6701;"cotia";"SP";-23.6085;-46.9717
6702;"cotia";"SP";-23.5816;-46.9294
6703;"cotia";"SP";-23.5967;-46.912
6704;"cotia";"SP";-23.5778;-46.917
6705;"cotia";"SP";-23.5895;-46.8961
6706;"cotia";"SP";-23.5785;-46.8743
6707;"cotia";"SP";-23.59;-46.8704
6708;"cotia";"SP";-23.5925;-46.8471
6709;"cotia";"SP";-23.5943;-46.8343
6710;"cotia";"SP";-23.5985;-46.8322
6711;"cotia";"SP";-23.606;-46.8392
6712;"cotia";"SP";-23.6105;-46.8475
6713;"cotia";"SP";-23.6284;-46.8706
6714;"cotia";"SP";-23.5995;-46.8726
6715;"cotia";"SP";-23.6101;-46.8766
6716;"cotia";"SP";-23.6077;-46.9
6717;"cotia";"SP";-23.6095;-46.9175
6719;"cotia";"SP";-23.6235;-46.937
6720;"cotia";"SP";-23.6222;-46.9648
6721;"cotia";"SP";-23.6425;-46.9768
6722;"cotia";"SP";-23.638;-46.9512
6723;"cotia";"SP";-23.6633;-46.9807
6724;"cotia";"SP";-23.6855;-46.9098
6725;"cotia";"SP";-23.6863;-47.0292
6726;"cotia";"SP";-23.659;-47.0533
6727;"cotia";"SP";-23.6735;-47.0234
6728;"cotia";"SP";-23.6724;-46.9887
6729;"cotia";"SP";-23.7212;-47.0253
6730;"vargem grande paulista";"SP";-23.6226;-47.0127
6738;"vargem grande paulista";"SP";-23.6462;-47.0028
6753;"taboao da serra";"SP";-23.6023;-46.756
6754;"taboao da serra";"SP";-23.6061;-46.7575
6755;"taboao da serra";"SP";-23.6009;-46.7656
6756;"taboao da serra";"SP";-23.6064;-46.7736
6757;"taboao da serra";"SP";-23.6084;-46.7789
6760;"taboao da serra";"SP";-23.6135;-46.7731
6763;"taboao da serra";"SP";-23.6113;-46.7607
6764;"taboao da serra";"SP";-23.6158;-46.7685
6765;"taboão da serra";"SP";-23.6192;-46.774
6766;"taboao da serra";"SP";-23.6277;-46.7783
6767;"taboao da serra";"SP";-23.6215;-46.785
6768;"taboao da serra";"SP";-23.6077;-46.7528
6770;"taboão da serra";"SP";-23.6369;-46.785
6773;"taboao da serra";"SP";-23.6422;-46.7918
6774;"taboao da serra";"SP";-23.6422;-46.8003
6775;"taboão da serra";"SP";-23.6367;-46.7941
6780;"taboao da serra";"SP";-23.6232;-46.7915
6783;"taboao da serra";"SP";-23.6307;-46.7892
6784;"taboao da serra";"SP";-23.632;-46.7908
6785;"taboao da serra";"SP";-23.6365;-46.8061
6786;"taboão da serra";"SP";-23.6256;-46.8079
6787;"taboao da serra";"SP";-23.6237;-46.8004
6790;"taboao da serra";"SP";-23.6112;-46.7867
6793;"taboao da serra";"SP";-23.6107;-46.767
6794;"taboao da serra";"SP";-23.6163;-46.8072
6795;"taboao da serra";"SP";-23.613;-46.7974
6803;"embu";"SP";-23.6488;-46.849
6804;"embu das artes";"SP";-23.6443;-46.8508
6805;"embu";"SP";-23.6342;-46.8505
6806;"embu das artes";"SP";-23.6358;-46.8386
6807;"embu";"SP";-23.627;-46.8232
6810;"embu das artes";"SP";-23.6471;-46.8013
6813;"embu";"SP";-23.6513;-46.8052
6814;"embu das artes";"SP";-23.6601;-46.8145
6815;"embu";"SP";-23.6528;-46.8151
6816;"embu das artes";"SP";-23.6447;-46.8202
6817;"embu";"SP";-23.6342;-46.8204
6818;"embu das artes";"SP";-23.642;-46.8375
6820;"embu";"SP";-23.6594;-46.7967
6823;"embu das artes";"SP";-23.6699;-46.802
6824;"embu";"SP";-23.6764;-46.8049
6825;"embu das artes";"SP";-23.6673;-46.8115
6826;"embu";"SP";-23.6586;-46.8012
6830;"embu das artes";"SP";-23.647;-46.8424
6833;"embu";"SP";-23.6568;-46.8448
6835;"embu das artes";"SP";-23.6767;-46.8512
6840;"embu";"SP";-23.6496;-46.8604
6843;"embu das artes";"SP";-23.667;-46.8623
6844;"embu";"SP";-23.6618;-46.8808
6845;"embu";"SP";-23.6418;-46.8943
6846;"embu";"SP";-23.6355;-46.8725
6850;"itapecerica da serra";"SP";-23.7098;-46.8515
6851;"itapecerica da serra";"SP";-23.718;-46.8592
6852;"itapecerica da serra";"SP";-23.7065;-46.8589
6853;"itapecerica da serra";"SP";-23.6908;-46.8555
6854;"itapecerica da serra";"SP";-23.6997;-46.8482
6855;"itapecerica da serra";"SP";-23.6951;-46.8283
6856;"itapecerica da serra";"SP";-23.6931;-46.806
6857;"itapecerica da serra";"SP";-23.7047;-46.7991
6858;"itapecerica da serra";"SP";-23.7073;-46.8255
6859;"itapecerica da serra";"SP";-23.7097;-46.834
6860;"itapecerica da serra";"SP";-23.7235;-46.8406
6861;"itapecerica da serra";"SP";-23.7308;-46.8119
6863;"itapecerica da serra";"SP";-23.7258;-46.8178
6864;"itapecerica da serra";"SP";-23.7442;-46.801
6865;"itapecerica da serra";"SP";-23.7467;-46.7941
6866;"itapecerica da serra";"SP";-23.7551;-46.8009
6867;"itapecerica da serra";"SP";-23.7564;-46.8099
6868;"itapecerica da serra";"SP";-23.7597;-46.8252
6869;"itapecerica da serra";"SP";-23.7445;-46.8467
6870;"itapecerica da serra";"SP";-23.7308;-46.8778
6871;"itapecerica da serra";"SP";-23.7241;-46.8567
6872;"itapecerica da serra";"SP";-23.7334;-46.8512
6873;"itapecerica da serra";"SP";-23.7547;-46.8568
6874;"itapecerica da serra";"SP";-23.7625;-46.8442
6876;"itapecerica da serra";"SP";-23.7595;-46.8791
6877;"itapecerica da serra";"SP";-23.7765;-46.9162
6880;"itapecerica da serra";"SP";-23.7782;-46.9187
6881;"itapecerica da serra";"SP";-23.7443;-46.9181
6882;"itapecerica da serra";"SP";-23.7403;-46.8979
6885;"itapecerica da serra";"SP";-23.7083;-46.8772
6886;"itapecerica da serra";"SP";-23.7155;-46.8885
6887;"itapecerica da serra";"SP";-23.6918;-46.8859
6888;"itapecerica da serra";"SP";-23.687;-46.8635
6890;"são lourenço da serra";"SP";-23.8557;-46.9489
6900;"embu guaçu";"SP";-23.8351;-46.8141
6930;"cipo-guacu";"SP";0.0;0.0
6950;"juquitiba";"SP";-23.9419;-47.0732
7010;"guarulhos";"SP";-23.4677;-46.5295
7011;"guarulhos";"SP";-23.4685;-46.5309
7012;"guarulhos";"SP";-23.4718;-46.5303
7013;"guarulhos";"SP";-23.472;-46.5253
7020;"guarulhos";"SP";-23.4696;-46.5374
7021;"guarulhos";"SP";-23.473;-46.5397
7022;"guarulhos";"SP";-23.4746;-46.5376
7023;"guarulhos";"SP";-23.4776;-46.541
7024;"guarulhos";"SP";-23.4789;-46.5382
7025;"guarulhos";"SP";-23.4828;-46.5435
7030;"guarulhos";"SP";-23.4957;-46.5496
7031;"guarulhos";"SP";-23.4937;-46.5462
7032;"guarulhos";"SP";-23.5039;-46.5545
7033;"guarulhos";"SP";-23.4992;-46.5549
7034;"guarulhos";"SP";-23.4771;-46.5229
7040;"guarulhos";"SP";-23.4754;-46.5443
7041;"guarulhos";"SP";-23.4833;-46.55
7042;"guarulhos";"SP";-23.4828;-46.5504
7043;"guarulhos";"SP";-23.485;-46.5517
7044;"guarulhos";"SP";-23.4816;-46.5533
7050;"guarulhos";"SP";-23.4627;-46.5522
7051;"guarulhos";"SP";-23.4679;-46.5508
7052;"guarulhos";"SP";-23.4726;-46.5541
7053;"guarulhos";"SP";-23.476;-46.556
7054;"guarulhos";"SP";-23.4661;-46.5578
7055;"guarulhos";"SP";-23.4674;-46.5611
7056;"guarulhos";"SP";-23.4603;-46.5658
7060;"guarulhos";"SP";-23.4553;-46.5468
7061;"guarulhos";"SP";-23.4546;-46.5532
7062;"guarulhos";"SP";-23.46;-46.5524
7063;"guarulhos";"SP";-23.4572;-46.5571
7064;"guarulhos";"SP";-23.4513;-46.5552
7070;"guarulhos";"SP";-23.452;-46.5572
7071;"guarulhos";"SP";-23.4535;-46.5624
7072;"guarulhos";"SP";-23.4468;-46.5554
7073;"guarulhos";"SP";-23.4472;-46.5632
7074;"guarulhos";"SP";-23.4499;-46.5629
7075;"guarulhos";"SP";-23.4255;-46.5506
7076;"guarulhos";"SP";-23.4319;-46.5631
7077;"guarulhos";"SP";-23.4362;-46.5523
7080;"guarulhos";"SP";-23.4449;-46.5466
7081;"guarulhos";"SP";-23.4435;-46.5532
7082;"guarulhos";"SP";-23.4365;-46.5442
7083;"guarulhos";"SP";-23.4376;-46.5502
7084;"guarulhos";"SP";-23.4295;-46.5496
7085;"guarulhos";"SP";-23.4277;-46.5481
7087;"guarulhos";"SP";-23.4189;-46.5234
7090;"guarulhos";"SP";-23.4681;-46.5349
